17520,75803,27,165,,,,
17521,75803,26,148,,,,
27297,76408,16,66,,,,
6635,76795,8,42,,,,
30057,40,7,30,,,,
27298,76461,8,37,,,,
2000,75967,4,13,,,,
2001,75970,4,13,,,,
27299,76461,16,65,,,,
27300,76461,16,66,,,,
2004,76094,4,13,,,,
2005,76120,4,13,,,,
27301,76465,8,37,,,,
2007,76170,4,13,,,,
2008,76190,4,13,,,,
15520,75100,27,154,,,,
2010,76235,4,13,,,,
2011,76255,4,13,,,,
2012,76292,4,13,,,,
6636,76795,16,66,,,,
27302,76465,16,65,,,,
30058,44,7,30,,,,
30060,52,7,30,,,,
27303,76465,16,66,,,,
6637,77061,8,42,,,,
56006,76208,32,187,,,,
27304,76497,8,36,,,,
27305,76497,16,64,,,,
27306,76497,16,65,,,,
48391,67784,25,139,,,,
27307,76497,16,66,,,,
11312,168,7,32,,,,
27308,76497,16,117,,,,
27309,76497,8,37,,,,
27310,76497,16,65,,,,
27311,76497,16,66,,,,
27312,76500,8,37,,,,
4902,49,2,9,,,,
4903,49,2,8,,,,
11314,168,8,41,,,,
4904,49,2,10,,,,
27313,76500,16,65,,,,
27314,76500,16,66,,,,
27315,76504,8,37,,,,
27316,76504,16,65,,,,
27317,76504,16,66,,,,
27318,76518,8,36,,,,
27319,76518,16,64,,,,
27320,76518,16,65,,,,
27321,76518,16,66,,,,
27322,76518,16,117,,,,
27323,76518,8,37,,,,
27324,76518,16,65,,,,
27325,76518,16,66,,,,
27326,76538,8,37,,,,
27327,76538,16,65,,,,
27328,76538,16,66,,,,
27329,76562,8,36,,,,
27330,76562,16,64,,,,
48392,67784,25,137,,,,
27331,76562,16,65,,,,
48393,67784,25,138,,,,
27332,76562,16,66,,,,
27333,76562,16,117,,,,
27334,76562,8,37,,,,
27335,76562,16,65,,,,
27336,76562,16,66,,,,
27337,76566,8,36,,,,
2546,20,4,23,,,,
27338,76566,16,64,,,,
27339,76566,16,65,,,,
27340,76566,16,66,,,,
27341,76566,16,117,,,,
48395,67784,25,136,,,,
27342,76566,8,37,,,,
2557,75107,2,9,,,,
3817,74236,5,16,,,,
3824,74236,5,15,,,,
3825,77084,5,15,,,,
3826,77084,5,16,,,,
3827,77084,6,24,,,,
3828,77084,6,25,,,,
27343,76566,16,65,,,,
3088,75129,5,15,,,,
2637,77074,4,23,,,,
3089,75129,5,16,,,,
2639,77080,4,23,,,,
27344,76566,16,66,,,,
2641,77092,4,23,,,,
27345,76570,8,36,,,,
2643,77103,4,23,,,,
17525,75803,31,171,,,,
2645,77105,4,23,,,,
27346,76570,16,64,,,,
2647,77106,4,23,,,,
27347,76570,16,65,,,,
27348,76570,16,66,,,,
27349,76570,16,117,,,,
15522,75103,27,154,,,,
6858,47,1,44,,,,
6859,47,10,55,,,,
17526,75803,26,149,,,,
56007,76208,32,185,,,,
2658,11,2,8,,,,
2659,11,4,13,,,,
27350,76570,8,37,,,,
27351,76570,16,65,,,,
27352,76570,16,66,,,,
27353,76596,8,36,,,,
30069,71,7,30,,,,
30070,72,12,61,,,,
30071,72,12,176,,,,
12110,75974,8,41,,,,
2668,67201,2,8,,,,
2669,67201,4,13,,,,
27354,76596,16,64,,,,
27355,76596,16,65,,,,
27356,76596,16,66,,,,
27357,76596,16,117,,,,
27358,76596,8,37,,,,
27359,76596,16,65,,,,
2678,75107,2,8,,,,
2679,75107,4,13,,,,
27360,76596,16,66,,,,
56008,76208,32,189,,,,
2684,75318,2,8,,,,
2685,75318,4,13,,,,
56009,76208,32,190,,,,
56010,76208,32,183,,,,
56011,76208,32,184,,,,
56012,76208,32,186,,,,
15526,75124,27,154,,,,
2690,75967,2,8,,,,
2691,75967,4,13,,,,
2692,75970,2,8,,,,
2693,75970,4,13,,,,
30072,72,7,30,,,,
9940,75909,8,42,,,,
2698,76094,2,8,,,,
2699,76094,4,13,,,,
2700,76120,2,8,,,,
2701,76120,4,13,,,,
30073,73,7,30,,,,
30074,74,12,61,,,,
2704,76170,2,8,,,,
2705,76170,4,13,,,,
2706,76190,2,8,,,,
2707,76190,4,13,,,,
2710,76235,2,8,,,,
2711,76235,4,13,,,,
2712,76255,2,8,,,,
2713,76255,4,13,,,,
2714,76292,2,8,,,,
2715,76292,4,13,,,,
6864,76611,1,44,,,,
6865,76611,10,55,,,,
15530,75151,27,154,,,,
15532,75154,27,154,,,,
2724,9,2,9,,,,
2725,9,2,10,,,,
2726,9,4,12,,,,
15534,75201,27,154,,,,
2729,11,2,10,,,,
2730,11,4,12,,,,
30075,74,12,176,,,,
48396,67784,27,165,,,,
27364,76611,8,36,,,,
27365,76611,16,64,,,,
11320,76070,7,32,,,,
2736,15,2,9,,,,
2737,15,2,10,,,,
2738,15,4,12,,,,
11321,76070,7,33,,,,
11322,76070,7,34,,,,
30076,74,7,30,,,,
27366,76611,16,65,,,,
2748,20,2,9,,,,
2749,20,2,10,,,,
2750,20,4,12,,,,
2752,21,4,12,,,,
2756,23,4,12,,,,
2758,25,4,12,,,,
11537,76685,5,15,,,,
2760,26,4,12,,,,
11538,76685,5,16,,,,
2762,66354,4,12,,,,
11539,76685,9,47,,,,
11540,76685,6,24,,,,
11541,76685,6,25,,,,
11542,76685,9,46,,,,
11543,76685,5,17,,,,
27367,76611,16,66,,,,
27368,76611,16,117,,,,
27369,76611,8,37,,,,
2771,75107,2,10,,,,
2772,75107,4,12,,,,
27370,76611,16,65,,,,
27371,76611,16,66,,,,
11546,76685,9,48,,,,
27372,76626,8,36,,,,
2777,75318,2,10,,,,
2778,75318,4,12,,,,
27373,76626,16,64,,,,
27374,76626,16,65,,,,
27375,76626,16,66,,,,
27376,76626,16,117,,,,
27377,76626,8,37,,,,
2788,75967,2,10,,,,
2789,75967,4,12,,,,
2790,75970,2,10,,,,
2791,75970,4,12,,,,
27378,76626,16,65,,,,
27379,76626,16,66,,,,
11767,75849,8,41,,,,
30077,75,12,61,,,,
30078,75,12,176,,,,
11018,76504,7,32,,,,
11019,76504,7,33,,,,
2796,76094,2,10,,,,
2797,76094,4,12,,,,
2798,76120,2,10,,,,
2799,76120,4,12,,,,
27390,76641,16,66,,,,
27391,76717,8,36,,,,
2802,76170,2,10,,,,
2803,76170,4,12,,,,
2804,76190,2,10,,,,
2805,76190,4,12,,,,
11020,76504,7,34,,,,
11021,76504,8,43,,,,
2808,76235,2,10,,,,
2809,76235,4,12,,,,
2810,76255,2,10,,,,
2811,76255,4,12,,,,
2812,76292,2,10,,,,
2813,76292,4,12,,,,
27392,76717,16,64,,,,
27393,76717,16,65,,,,
27394,76717,16,66,,,,
2818,76533,2,9,,,,
2819,76533,2,10,,,,
2820,76533,4,12,,,,
2821,76539,2,9,,,,
2822,76539,2,10,,,,
2823,76539,4,12,,,,
30079,75,7,30,,,,
2825,76564,4,12,,,,
56014,76208,34,274,,,,
27395,76717,16,117,,,,
27396,76717,8,37,,,,
30080,76,7,30,,,,
30081,77,7,30,,,,
30082,78,12,61,,,,
27397,76717,16,65,,,,
15538,75211,27,154,,,,
2834,76748,2,9,,,,
2835,76748,2,10,,,,
2836,76748,4,12,,,,
27398,76717,16,66,,,,
56015,76208,34,202,,,,
56016,76208,34,205,,,,
2841,77041,4,12,,,,
15540,75224,27,154,,,,
56017,76208,34,207,,,,
11024,76504,16,66,,,,
2848,77074,2,9,,,,
2849,77074,2,10,,,,
2850,77074,4,12,,,,
2851,77080,2,9,,,,
2852,77080,2,10,,,,
2853,77080,4,12,,,,
2854,77092,2,9,,,,
2855,77092,2,10,,,,
56018,76208,34,212,,,,
58225,76345,34,205,,,,
58226,76345,34,207,,,,
58227,76345,34,212,,,,
58635,477,32,187,,,,
58636,477,34,274,,,,
58637,477,34,200,,,,
58638,477,34,201,,,,
58639,477,34,204,,,,
58640,477,34,210,,,,
2856,77092,4,12,,,,
2857,77103,2,9,,,,
2858,77103,2,10,,,,
2859,77103,4,12,,,,
2860,77105,2,9,,,,
2861,77105,2,10,,,,
2862,77105,4,12,,,,
2863,77106,2,9,,,,
2864,77106,2,10,,,,
2865,77106,4,12,,,,
9943,75909,8,41,,,,
39027,247,16,65,,,,
27407,76721,8,36,,,,
27408,76721,16,64,,,,
2878,77213,4,12,,,,
27409,76721,16,65,,,,
2880,77217,4,12,,,,
27410,76721,16,66,,,,
2884,77223,4,12,,,,
27411,76721,16,117,,,,
2886,77239,4,12,,,,
27412,76721,8,37,,,,
27413,76721,16,65,,,,
27414,76721,16,66,,,,
11029,76504,8,42,,,,
30083,78,12,176,,,,
30084,78,7,30,,,,
27417,76784,16,66,,,,
39029,250,12,177,,,,
30086,80,12,61,,,,
27420,76795,16,66,,,,
30087,80,12,176,,,,
27421,76797,8,36,,,,
15548,75405,27,154,,,,
30088,80,7,30,,,,
6650,75371,16,65,,,,
3338,77221,4,12,,,,
30090,82,12,61,,,,
11032,76504,8,41,,,,
27422,76797,16,64,,,,
27423,76797,16,65,,,,
3391,76485,2,9,,,,
3392,76485,2,8,,,,
3393,76485,4,23,,,,
3394,76485,4,13,,,,
3395,76485,4,12,,,,
27424,76797,16,66,,,,
27425,76797,16,117,,,,
27426,76797,8,37,,,,
3584,75473,5,15,,,,
3585,75473,5,16,,,,
3586,75473,6,24,,,,
3587,75473,6,25,,,,
27427,76797,16,65,,,,
27428,76797,16,66,,,,
27429,76818,8,36,,,,
27430,76818,16,64,,,,
27431,76818,16,65,,,,
27432,76818,16,66,,,,
27433,76818,16,117,,,,
27434,76818,8,37,,,,
27435,76818,16,65,,,,
27436,76818,16,66,,,,
15552,75428,27,154,,,,
3657,76795,7,32,,,,
3658,76795,7,33,,,,
3659,76795,7,34,,,,
3665,76795,8,43,,,,
6654,75677,16,65,,,,
50441,10,12,177,,,,
15554,75507,27,154,,,,
27445,76837,8,36,,,,
39030,250,16,65,,,,
50442,10,16,65,,,,
30091,82,12,176,,,,
39032,258,12,177,,,,
39033,258,16,65,,,,
27450,76837,8,37,,,,
7456,75078,16,65,,,,
30092,82,7,30,,,,
39035,260,12,177,,,,
27453,76887,8,36,,,,
27454,76887,16,64,,,,
27455,76887,16,65,,,,
27456,76887,16,66,,,,
27457,76887,16,117,,,,
15558,75606,27,154,,,,
15560,75724,27,154,,,,
27458,76887,8,37,,,,
27459,76887,16,65,,,,
27460,76887,16,66,,,,
27461,76930,8,36,,,,
27462,76930,16,64,,,,
27463,76930,16,65,,,,
27464,76930,16,66,,,,
27465,76930,16,117,,,,
27466,76930,8,37,,,,
27467,76930,16,65,,,,
12505,129,7,32,,,,
12506,129,7,33,,,,
30093,84,12,61,,,,
27468,76930,16,66,,,,
30094,84,12,176,,,,
27469,76954,8,36,,,,
27470,76954,16,64,,,,
27471,76954,16,65,,,,
30095,84,7,30,,,,
30096,85,7,30,,,,
30097,86,12,61,,,,
30098,86,12,176,,,,
30099,86,7,30,,,,
30100,87,7,30,,,,
30101,88,7,30,,,,
4876,47,1,1,,,,
4877,47,1,2,,,,
4878,47,1,4,,,,
4906,75376,5,15,,,,
4907,75376,5,16,,,,
4908,75376,6,25,,,,
27472,76954,16,66,,,,
27473,76954,16,117,,,,
27474,76954,8,37,,,,
12569,75326,8,41,,,,
27475,76954,16,65,,,,
27476,76954,16,66,,,,
27477,76973,8,36,,,,
27478,76973,16,64,,,,
27479,76973,16,65,,,,
27480,76973,16,66,,,,
27481,76973,16,117,,,,
27482,76973,8,37,,,,
27483,76973,16,65,,,,
27484,76973,16,66,,,,
27485,76977,8,36,,,,
27486,76977,16,64,,,,
27487,76977,16,65,,,,
27488,76977,16,66,,,,
27489,76977,16,117,,,,
27490,76977,8,37,,,,
27491,76977,16,65,,,,
39036,260,16,65,,,,
50444,14,12,177,,,,
50445,14,16,65,,,,
50447,16,12,177,,,,
50448,16,16,65,,,,
27492,76977,16,66,,,,
27493,77000,8,36,,,,
27494,77000,16,64,,,,
27495,77000,16,65,,,,
27496,77000,16,66,,,,
27497,77000,16,117,,,,
27498,77000,8,37,,,,
4028,75677,9,45,,,,
4029,75677,9,47,,,,
4030,75677,9,46,,,,
27499,77000,16,65,,,,
27500,77000,16,66,,,,
27501,77025,8,36,,,,
27502,77025,16,64,,,,
27503,77025,16,65,,,,
4036,75677,7,32,,,,
4037,75677,7,33,,,,
4038,75677,7,34,,,,
27504,77025,16,66,,,,
27505,77025,16,117,,,,
27506,77025,8,37,,,,
27507,77025,16,65,,,,
27508,77025,16,66,,,,
4044,75677,8,43,,,,
4045,75677,9,49,,,,
4046,75677,9,50,,,,
27509,77027,8,36,,,,
27510,77027,16,64,,,,
27511,77027,16,65,,,,
27512,77027,16,66,,,,
27513,77027,16,117,,,,
27514,77027,8,37,,,,
27515,77027,16,65,,,,
27516,77027,16,66,,,,
27517,77049,8,36,,,,
27518,77049,16,64,,,,
27519,77049,16,65,,,,
27520,77049,16,66,,,,
27521,77049,16,117,,,,
27522,77049,8,37,,,,
30102,89,7,30,,,,
27523,77049,16,65,,,,
27524,77049,16,66,,,,
27525,77050,8,36,,,,
11769,75373,2,9,,,,
27526,77050,16,64,,,,
27527,77050,16,65,,,,
11770,75373,2,8,,,,
11771,75373,2,10,,,,
27528,77050,16,66,,,,
27529,77050,16,117,,,,
27530,77050,8,37,,,,
27531,77050,16,65,,,,
27532,77050,16,66,,,,
30103,90,7,30,,,,
30104,92,7,30,,,,
11772,75373,4,13,,,,
11773,75373,4,12,,,,
11774,75373,8,43,,,,
27536,77061,8,36,,,,
27537,77061,16,64,,,,
11777,75373,8,42,,,,
11779,75373,8,41,,,,
27538,77061,16,65,,,,
27539,77061,16,66,,,,
27540,77061,16,117,,,,
27541,77061,8,37,,,,
27542,77061,16,65,,,,
11781,75373,2,11,,,,
17540,75130,5,15,,,,
30105,93,12,61,,,,
27543,77061,16,66,,,,
27544,77085,8,36,,,,
27545,77085,16,64,,,,
27546,77085,16,65,,,,
27547,77085,16,66,,,,
27548,77085,16,117,,,,
11127,77150,5,15,,,,
7480,75371,16,65,,,,
11128,77150,5,16,,,,
11129,77150,6,24,,,,
11130,77150,6,25,,,,
27549,77085,8,37,,,,
27550,77085,16,65,,,,
11132,77150,5,17,,,,
27551,77085,16,66,,,,
30106,93,12,176,,,,
30107,93,7,30,,,,
27554,77125,16,66,,,,
56019,76228,32,187,,,,
17541,75130,5,16,,,,
17542,75130,6,24,,,,
15564,75919,27,154,,,,
17543,75130,6,25,,,,
33864,76282,12,177,,,,
15566,75973,27,154,,,,
33865,76282,16,65,,,,
17544,75130,5,17,,,,
15568,75991,27,154,,,,
33867,76289,12,177,,,,
33868,76289,16,65,,,,
15572,76040,27,154,,,,
33870,76293,12,177,,,,
27563,77154,8,36,,,,
27564,77154,16,64,,,,
27565,77154,16,65,,,,
15574,76054,27,154,,,,
27566,77154,16,66,,,,
15578,76062,27,154,,,,
15580,76112,27,154,,,,
27567,77154,16,117,,,,
27568,77154,8,37,,,,
27569,77154,16,65,,,,
27570,77154,16,66,,,,
